Name,Hersteller,Funktion
Service 7638,HAW,"Generierung,Assistenz,Kommunikation"
Service 7639,Fraunhofer IPA,"Generierung,Clustering,Ueberwachung"
Service 7640,HAW,"Clustering,Automatisierung,Analyse"
Service 7641,SOP,Sprachverarbeitung
Service 7642,Fraunhofer IPA,Analyse
Service 7643,HAW,Mustererkennung
Service 7644,HAW,"Optimierung,Automatisierung"
Service 7645,SOP,"Assistenz,Mustererkennung"
Service 7646,Fraunhofer IPA,Optimierung
Service 7647,SOP,"Optimierung,Mustererkennung,Assistenz"
Service 7648,HAW,"Ueberwachung,Diagnose"
Service 7649,Fraunhofer IPA,Assistenz
Service 7650,Fraunhofer IPA,"Clustering,Generierung"
Service 7651,Fraunhofer IPA,Clustering
Service 7652,Fraunhofer IPA,Mustererkennung
Service 7653,HAW,"Mustererkennung,Clustering"
Service 7654,SOP,"Generierung,Sprachverarbeitung,Analyse"
Service 7655,SOP,"Ueberwachung,Sprachverarbeitung,Analyse"
Service 7656,HAW,"Assistenz,Mustererkennung,Sprachverarbeitung"
Service 7657,HAW,"Ueberwachung,Empfehlung,Analyse"
Service 7658,HAW,"Diagnose,Optimierung,Kommunikation"
Service 7659,HAW,"Mustererkennung,Sprachverarbeitung,Analyse"
Service 7660,SOP,"Kommunikation,Generierung,Clustering"
Service 7661,SOP,"Assistenz,Ueberwachung"
Service 7662,SOP,"Ueberwachung,Empfehlung"
Service 7663,SOP,Assistenz
Service 7664,SOP,"Assistenz,Diagnose"
Service 7665,Fraunhofer IPA,"Empfehlung,Kommunikation,Generierung"
Service 7666,Fraunhofer IPA,Mustererkennung
Service 7667,Fraunhofer IPA,"Optimierung,Empfehlung,Automatisierung"
Service 7668,SOP,Diagnose
Service 7669,SOP,Sprachverarbeitung
Service 7670,SOP,"Assistenz,Mustererkennung"
Service 7671,Fraunhofer IPA,Analyse
Service 7672,SOP,Optimierung
Service 7673,SOP,Assistenz
Service 7674,Fraunhofer IPA,Diagnose
Service 7675,Fraunhofer IPA,"Sprachverarbeitung,Generierung"
Service 7676,SOP,"Sprachverarbeitung,Automatisierung"
Service 7677,Fraunhofer IPA,Mustererkennung
Service 7678,HAW,Automatisierung
Service 7679,Fraunhofer IPA,"Automatisierung,Optimierung"
Service 7680,HAW,Ueberwachung
Service 7681,Fraunhofer IPA,"Automatisierung,Empfehlung"
Service 7682,SOP,Optimierung
Service 7683,HAW,"Mustererkennung,Automatisierung,Clustering"
Service 7684,HAW,"Assistenz,Sprachverarbeitung,Ueberwachung"
Service 7685,Fraunhofer IPA,"Empfehlung,Ueberwachung,Optimierung"
Service 7686,HAW,"Assistenz,Empfehlung"
Service 7687,SOP,"Diagnose,Kommunikation"
Service 7688,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 7689,Fraunhofer IPA,"Optimierung,Kommunikation"
Service 7690,HAW,Mustererkennung
Service 7691,Fraunhofer IPA,"Automatisierung,Kommunikation"
Service 7692,SOP,"Assistenz,Kommunikation"
Service 7693,Fraunhofer IPA,Assistenz
Service 7694,SOP,"Kommunikation,Diagnose,Sprachverarbeitung"
Service 7695,SOP,"Sprachverarbeitung,Automatisierung"
Service 7696,HAW,"Mustererkennung,Diagnose"
Service 7697,HAW,"Analyse,Optimierung,Mustererkennung"
Service 7698,SOP,Ueberwachung
Service 7699,SOP,Optimierung
Service 7700,Fraunhofer IPA,Diagnose
Service 7701,HAW,Optimierung
Service 7702,SOP,"Automatisierung,Diagnose,Assistenz"
Service 7703,Fraunhofer IPA,"Kommunikation,Optimierung"
Service 7704,Fraunhofer IPA,"Optimierung,Mustererkennung"
Service 7705,Fraunhofer IPA,"Mustererkennung,Automatisierung"
Service 7706,Fraunhofer IPA,Clustering
Service 7707,Fraunhofer IPA,"Analyse,Assistenz,Sprachverarbeitung"
Service 7708,Fraunhofer IPA,Generierung
Service 7709,Fraunhofer IPA,Kommunikation
Service 7710,Fraunhofer IPA,"Automatisierung,Empfehlung,Optimierung"
Service 7711,HAW,"Empfehlung,Assistenz,Automatisierung"
Service 7712,SOP,Kommunikation
Service 7713,HAW,"Diagnose,Optimierung"
Service 7714,Fraunhofer IPA,Clustering
Service 7715,Fraunhofer IPA,Optimierung
Service 7716,Fraunhofer IPA,"Sprachverarbeitung,Diagnose"
Service 7717,Fraunhofer IPA,"Clustering,Kommunikation,Analyse"
Service 7718,SOP,"Generierung,Empfehlung,Diagnose"
Service 7719,SOP,Empfehlung
Service 7720,Fraunhofer IPA,"Clustering,Generierung"
Service 7721,SOP,"Assistenz,Optimierung,Kommunikation"
Service 7722,HAW,Empfehlung
Service 7723,HAW,Kommunikation
Service 7724,SOP,"Clustering,Optimierung,Kommunikation"
Service 7725,Fraunhofer IPA,"Kommunikation,Diagnose"
Service 7726,SOP,Kommunikation
Service 7727,SOP,Generierung
Service 7728,Fraunhofer IPA,"Automatisierung,Clustering"
Service 7729,Fraunhofer IPA,"Automatisierung,Clustering"
Service 7730,HAW,"Automatisierung,Sprachverarbeitung,Kommunikation"
Service 7731,Fraunhofer IPA,Assistenz
Service 7732,Fraunhofer IPA,"Automatisierung,Generierung"
Service 7733,SOP,Analyse
Service 7734,Fraunhofer IPA,Mustererkennung
Service 7735,HAW,"Assistenz,Kommunikation,Clustering"
Service 7736,SOP,Diagnose
Service 7737,Fraunhofer IPA,Sprachverarbeitung
Service 7738,SOP,Analyse
Service 7739,SOP,"Clustering,Kommunikation"
Service 7740,HAW,"Diagnose,Kommunikation"
Service 7741,SOP,"Empfehlung,Ueberwachung"
Service 7742,SOP,Empfehlung
Service 7743,SOP,Optimierung
Service 7744,SOP,Automatisierung
Service 7745,HAW,Automatisierung
Service 7746,Fraunhofer IPA,Mustererkennung
Service 7747,HAW,"Generierung,Empfehlung,Clustering"
Service 7748,SOP,Generierung
Service 7749,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 7750,SOP,Kommunikation
Service 7751,HAW,Mustererkennung
Service 7752,HAW,"Diagnose,Automatisierung"
Service 7753,Fraunhofer IPA,Generierung
Service 7754,Fraunhofer IPA,Mustererkennung
Service 7755,Fraunhofer IPA,Mustererkennung
Service 7756,Fraunhofer IPA,"Diagnose,Generierung"
Service 7757,SOP,"Kommunikation,Ueberwachung,Optimierung"
Service 7758,Fraunhofer IPA,"Analyse,Kommunikation,Generierung"
Service 7759,Fraunhofer IPA,"Sprachverarbeitung,Kommunikation,Empfehlung"
Service 7760,Fraunhofer IPA,Generierung
Service 7761,Fraunhofer IPA,"Empfehlung,Generierung,Kommunikation"
Service 7762,HAW,"Generierung,Assistenz"
Service 7763,Fraunhofer IPA,"Analyse,Empfehlung,Ueberwachung"
Service 7764,SOP,Optimierung
Service 7765,Fraunhofer IPA,Assistenz
Service 7766,Fraunhofer IPA,"Sprachverarbeitung,Assistenz"
Service 7767,Fraunhofer IPA,Analyse
Service 7768,Fraunhofer IPA,"Empfehlung,Automatisierung"
Service 7769,SOP,"Clustering,Kommunikation"
Service 7770,Fraunhofer IPA,Clustering
Service 7771,HAW,"Analyse,Ueberwachung"
Service 7772,SOP,Sprachverarbeitung
Service 7773,HAW,"Sprachverarbeitung,Kommunikation,Optimierung"
Service 7774,SOP,Analyse
Service 7775,Fraunhofer IPA,"Assistenz,Empfehlung,Automatisierung"
Service 7776,SOP,"Automatisierung,Sprachverarbeitung,Ueberwachung"
Service 7777,HAW,Clustering
Service 7778,HAW,"Sprachverarbeitung,Diagnose"
Service 7779,Fraunhofer IPA,"Diagnose,Kommunikation,Mustererkennung"
Service 7780,Fraunhofer IPA,"Clustering,Optimierung"
Service 7781,Fraunhofer IPA,Empfehlung
Service 7782,HAW,"Automatisierung,Optimierung"
Service 7783,SOP,"Empfehlung,Assistenz"
Service 7784,SOP,Sprachverarbeitung
Service 7785,SOP,"Assistenz,Sprachverarbeitung,Ueberwachung"
Service 7786,Fraunhofer IPA,"Clustering,Automatisierung"
Service 7787,HAW,"Automatisierung,Assistenz,Generierung"
Service 7788,HAW,"Empfehlung,Assistenz,Ueberwachung"
Service 7789,Fraunhofer IPA,Diagnose
Service 7790,SOP,"Generierung,Sprachverarbeitung"
Service 7791,Fraunhofer IPA,"Optimierung,Generierung,Diagnose"
Service 7792,HAW,"Assistenz,Analyse,Kommunikation"
Service 7793,HAW,Assistenz
Service 7794,HAW,"Optimierung,Automatisierung"
Service 7795,SOP,Generierung
Service 7796,Fraunhofer IPA,"Optimierung,Mustererkennung"
Service 7797,HAW,Mustererkennung
Service 7798,Fraunhofer IPA,Clustering
Service 7799,SOP,"Automatisierung,Assistenz,Ueberwachung"
Service 7800,Fraunhofer IPA,Ueberwachung
Service 7801,Fraunhofer IPA,Sprachverarbeitung
Service 7802,SOP,"Automatisierung,Ueberwachung,Optimierung"
Service 7803,Fraunhofer IPA,Kommunikation
Service 7804,SOP,Ueberwachung
Service 7805,SOP,"Clustering,Optimierung,Mustererkennung"
Service 7806,Fraunhofer IPA,"Kommunikation,Sprachverarbeitung"
Service 7807,SOP,"Mustererkennung,Clustering"
Service 7808,Fraunhofer IPA,"Optimierung,Ueberwachung"
Service 7809,HAW,"Kommunikation,Analyse,Assistenz"
Service 7810,Fraunhofer IPA,"Mustererkennung,Empfehlung"
Service 7811,Fraunhofer IPA,"Ueberwachung,Optimierung,Generierung"
Service 7812,Fraunhofer IPA,"Analyse,Clustering"
Service 7813,HAW,"Optimierung,Generierung,Automatisierung"
Service 7814,HAW,"Analyse,Clustering"
Service 7815,HAW,"Automatisierung,Sprachverarbeitung,Ueberwachung"
Service 7816,SOP,Assistenz
Service 7817,SOP,Analyse
Service 7818,HAW,"Mustererkennung,Analyse,Diagnose"
Service 7819,HAW,"Automatisierung,Generierung,Ueberwachung"
Service 7820,HAW,Generierung
Service 7821,SOP,"Clustering,Generierung,Mustererkennung"
Service 7822,Fraunhofer IPA,"Clustering,Generierung"
Service 7823,SOP,"Generierung,Analyse,Empfehlung"
Service 7824,SOP,"Ueberwachung,Assistenz"
Service 7825,SOP,"Analyse,Automatisierung,Generierung"
Service 7826,Fraunhofer IPA,"Assistenz,Analyse"
Service 7827,HAW,Generierung
Service 7828,SOP,Analyse
Service 7829,HAW,"Assistenz,Clustering,Diagnose"
Service 7830,HAW,"Empfehlung,Assistenz,Ueberwachung"
Service 7831,Fraunhofer IPA,"Ueberwachung,Assistenz"
Service 7832,HAW,"Assistenz,Clustering,Generierung"
Service 7833,SOP,"Ueberwachung,Automatisierung"
Service 7834,Fraunhofer IPA,"Analyse,Sprachverarbeitung,Kommunikation"
Service 7835,Fraunhofer IPA,"Diagnose,Kommunikation"
Service 7836,HAW,"Generierung,Kommunikation"
Service 7837,Fraunhofer IPA,"Automatisierung,Diagnose"
Service 7838,HAW,Kommunikation
Service 7839,HAW,Ueberwachung
Service 7840,HAW,Optimierung
Service 7841,Fraunhofer IPA,"Automatisierung,Optimierung"
Service 7842,HAW,Ueberwachung
Service 7843,SOP,"Generierung,Kommunikation"
Service 7844,HAW,"Ueberwachung,Mustererkennung"
Service 7845,HAW,"Assistenz,Automatisierung,Mustererkennung"
Service 7846,HAW,Generierung
Service 7847,SOP,Sprachverarbeitung
Service 7848,SOP,"Diagnose,Empfehlung"
Service 7849,HAW,"Optimierung,Automatisierung,Ueberwachung"
Service 7850,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 7851,Fraunhofer IPA,"Ueberwachung,Assistenz"
Service 7852,HAW,"Empfehlung,Ueberwachung,Sprachverarbeitung"
Service 7853,SOP,"Mustererkennung,Diagnose,Optimierung"
Service 7854,HAW,"Diagnose,Generierung,Mustererkennung"
Service 7855,HAW,"Generierung,Empfehlung"
Service 7856,HAW,Automatisierung
Service 7857,HAW,"Diagnose,Assistenz"
Service 7858,SOP,Generierung
Service 7859,Fraunhofer IPA,"Diagnose,Optimierung"
Service 7860,HAW,Empfehlung
Service 7861,SOP,"Clustering,Empfehlung"
Service 7862,Fraunhofer IPA,Clustering
Service 7863,HAW,"Sprachverarbeitung,Generierung"
Service 7864,Fraunhofer IPA,"Generierung,Ueberwachung"
Service 7865,Fraunhofer IPA,"Clustering,Empfehlung"
Service 7866,Fraunhofer IPA,"Clustering,Generierung"
Service 7867,Fraunhofer IPA,"Automatisierung,Mustererkennung,Ueberwachung"
Service 7868,HAW,"Optimierung,Diagnose"
Service 7869,Fraunhofer IPA,Assistenz
Service 7870,HAW,"Sprachverarbeitung,Empfehlung"
Service 7871,HAW,Clustering
Service 7872,Fraunhofer IPA,"Clustering,Automatisierung"
Service 7873,SOP,Analyse
Service 7874,HAW,"Sprachverarbeitung,Diagnose,Optimierung"
Service 7875,HAW,"Empfehlung,Optimierung,Assistenz"
Service 7876,HAW,Analyse
Service 7877,Fraunhofer IPA,Generierung
Service 7878,HAW,"Diagnose,Generierung,Ueberwachung"
Service 7879,SOP,Empfehlung
Service 7880,SOP,Automatisierung
Service 7881,SOP,"Mustererkennung,Ueberwachung,Kommunikation"
Service 7882,HAW,"Generierung,Empfehlung"
Service 7883,Fraunhofer IPA,"Analyse,Empfehlung,Clustering"
Service 7884,Fraunhofer IPA,Diagnose
Service 7885,SOP,"Assistenz,Diagnose,Automatisierung"
Service 7886,HAW,"Clustering,Kommunikation"
Service 7887,Fraunhofer IPA,"Empfehlung,Optimierung"
Service 7888,HAW,Generierung
Service 7889,SOP,Generierung
Service 7890,SOP,"Empfehlung,Mustererkennung,Optimierung"
Service 7891,Fraunhofer IPA,Analyse
Service 7892,HAW,"Empfehlung,Sprachverarbeitung,Kommunikation"
Service 7893,SOP,"Empfehlung,Generierung"
Service 7894,Fraunhofer IPA,"Empfehlung,Assistenz,Clustering"
Service 7895,Fraunhofer IPA,"Sprachverarbeitung,Empfehlung,Diagnose"
Service 7896,HAW,"Assistenz,Ueberwachung,Kommunikation"
Service 7897,SOP,"Empfehlung,Assistenz"
Service 7898,SOP,"Analyse,Ueberwachung,Generierung"
Service 7899,Fraunhofer IPA,"Assistenz,Empfehlung,Clustering"
Service 7900,HAW,Ueberwachung
Service 7901,SOP,"Generierung,Analyse,Mustererkennung"
Service 7902,SOP,Automatisierung
Service 7903,Fraunhofer IPA,"Analyse,Clustering"
Service 7904,HAW,"Optimierung,Empfehlung,Generierung"
Service 7905,SOP,Empfehlung
Service 7906,Fraunhofer IPA,Analyse
Service 7907,HAW,"Automatisierung,Optimierung"
Service 7908,Fraunhofer IPA,Empfehlung
Service 7909,Fraunhofer IPA,Automatisierung
Service 7910,SOP,"Optimierung,Analyse"
Service 7911,HAW,"Generierung,Empfehlung,Mustererkennung"
Service 7912,Fraunhofer IPA,"Kommunikation,Empfehlung"
Service 7913,HAW,"Generierung,Automatisierung,Clustering"
Service 7914,SOP,"Mustererkennung,Automatisierung,Ueberwachung"
Service 7915,HAW,Mustererkennung
Service 7916,HAW,"Empfehlung,Optimierung"
Service 7917,SOP,Sprachverarbeitung
Service 7918,Fraunhofer IPA,Generierung
Service 7919,SOP,"Assistenz,Clustering"
Service 7920,Fraunhofer IPA,"Optimierung,Generierung,Ueberwachung"
Service 7921,HAW,"Assistenz,Clustering,Analyse"
Service 7922,HAW,"Empfehlung,Clustering,Optimierung"
Service 7923,HAW,"Mustererkennung,Empfehlung"
Service 7924,Fraunhofer IPA,Sprachverarbeitung
Service 7925,HAW,"Generierung,Sprachverarbeitung,Analyse"
Service 7926,SOP,Sprachverarbeitung
Service 7927,SOP,"Optimierung,Analyse,Automatisierung"
Service 7928,Fraunhofer IPA,Assistenz
Service 7929,SOP,"Optimierung,Automatisierung,Assistenz"
Service 7930,Fraunhofer IPA,"Diagnose,Sprachverarbeitung"
Service 7931,SOP,Clustering
Service 7932,HAW,"Empfehlung,Mustererkennung"
Service 7933,HAW,Assistenz
Service 7934,SOP,"Automatisierung,Sprachverarbeitung"
Service 7935,HAW,"Sprachverarbeitung,Empfehlung"
Service 7936,SOP,Analyse
Service 7937,HAW,"Optimierung,Assistenz,Sprachverarbeitung"
Service 7938,Fraunhofer IPA,"Sprachverarbeitung,Automatisierung,Empfehlung"
Service 7939,Fraunhofer IPA,"Empfehlung,Assistenz"
Service 7940,SOP,"Sprachverarbeitung,Assistenz,Kommunikation"
Service 7941,HAW,"Sprachverarbeitung,Kommunikation,Empfehlung"
Service 7942,SOP,Analyse
Service 7943,HAW,"Analyse,Assistenz"
Service 7944,Fraunhofer IPA,"Generierung,Optimierung"
Service 7945,Fraunhofer IPA,Mustererkennung
Service 7946,SOP,"Mustererkennung,Clustering,Sprachverarbeitung"
Service 7947,HAW,Ueberwachung
Service 7948,SOP,"Kommunikation,Sprachverarbeitung"
Service 7949,HAW,"Sprachverarbeitung,Diagnose,Assistenz"
Service 7950,SOP,"Optimierung,Automatisierung"
Service 7951,HAW,"Empfehlung,Mustererkennung,Optimierung"
Service 7952,Fraunhofer IPA,Analyse
Service 7953,HAW,Kommunikation
Service 7954,HAW,Empfehlung
Service 7955,SOP,"Empfehlung,Sprachverarbeitung"
Service 7956,HAW,"Analyse,Sprachverarbeitung,Assistenz"
Service 7957,Fraunhofer IPA,"Clustering,Kommunikation"
Service 7958,HAW,"Assistenz,Analyse,Ueberwachung"
Service 7959,SOP,"Generierung,Ueberwachung,Kommunikation"
Service 7960,SOP,"Diagnose,Empfehlung,Analyse"
Service 7961,HAW,"Ueberwachung,Optimierung"
Service 7962,Fraunhofer IPA,"Assistenz,Automatisierung,Generierung"
Service 7963,Fraunhofer IPA,Kommunikation
Service 7964,Fraunhofer IPA,Analyse
Service 7965,Fraunhofer IPA,Diagnose
Service 7966,HAW,"Optimierung,Analyse"
Service 7967,Fraunhofer IPA,"Ueberwachung,Empfehlung,Generierung"
Service 7968,SOP,"Optimierung,Mustererkennung"
Service 7969,Fraunhofer IPA,"Assistenz,Clustering,Generierung"
Service 7970,SOP,Ueberwachung
Service 7971,Fraunhofer IPA,"Empfehlung,Optimierung,Ueberwachung"
Service 7972,HAW,"Assistenz,Mustererkennung"
Service 7973,SOP,"Ueberwachung,Diagnose"
Service 7974,Fraunhofer IPA,"Optimierung,Ueberwachung,Clustering"
Service 7975,HAW,Assistenz
Service 7976,HAW,"Assistenz,Empfehlung,Diagnose"
Service 7977,SOP,Generierung
Service 7978,SOP,"Optimierung,Ueberwachung"
Service 7979,HAW,"Generierung,Empfehlung"
Service 7980,SOP,"Clustering,Assistenz,Kommunikation"
Service 7981,HAW,Sprachverarbeitung
Service 7982,HAW,"Ueberwachung,Sprachverarbeitung"
Service 7983,Fraunhofer IPA,"Analyse,Clustering,Empfehlung"
Service 7984,HAW,Ueberwachung
Service 7985,Fraunhofer IPA,Clustering
Service 7986,HAW,Assistenz
Service 7987,HAW,"Mustererkennung,Analyse,Sprachverarbeitung"
Service 7988,Fraunhofer IPA,"Clustering,Sprachverarbeitung"
Service 7989,Fraunhofer IPA,"Sprachverarbeitung,Ueberwachung,Generierung"
Service 7990,SOP,"Analyse,Ueberwachung"
Service 7991,SOP,"Ueberwachung,Assistenz,Optimierung"
Service 7992,SOP,Sprachverarbeitung
Service 7993,SOP,"Clustering,Sprachverarbeitung,Diagnose"
Service 7994,HAW,"Mustererkennung,Optimierung"
Service 7995,HAW,"Mustererkennung,Analyse,Diagnose"
Service 7996,Fraunhofer IPA,"Analyse,Automatisierung"
Service 7997,SOP,"Mustererkennung,Analyse"
Service 7998,SOP,"Analyse,Empfehlung"
Service 7999,Fraunhofer IPA,Sprachverarbeitung
Service 8000,SOP,Mustererkennung
Service 8001,Fraunhofer IPA,"Empfehlung,Assistenz,Analyse"
Service 8002,SOP,"Kommunikation,Generierung,Automatisierung"
Service 8003,SOP,"Diagnose,Ueberwachung"
Service 8004,Fraunhofer IPA,"Generierung,Clustering,Kommunikation"
Service 8005,Fraunhofer IPA,Analyse
Service 8006,SOP,Optimierung
Service 8007,HAW,"Automatisierung,Ueberwachung,Assistenz"
Service 8008,HAW,"Generierung,Empfehlung"
Service 8009,SOP,Diagnose
Service 8010,Fraunhofer IPA,"Generierung,Clustering"
Service 8011,Fraunhofer IPA,"Kommunikation,Assistenz,Optimierung"
Service 8012,SOP,"Diagnose,Generierung"
Service 8013,Fraunhofer IPA,"Mustererkennung,Automatisierung,Optimierung"
Service 8014,Fraunhofer IPA,Kommunikation
Service 8015,SOP,Kommunikation
Service 8016,SOP,"Optimierung,Kommunikation"
Service 8017,Fraunhofer IPA,Clustering
Service 8018,SOP,"Optimierung,Assistenz"
Service 8019,SOP,"Analyse,Automatisierung,Generierung"
Service 8020,Fraunhofer IPA,Generierung
Service 8021,Fraunhofer IPA,"Sprachverarbeitung,Automatisierung"
Service 8022,SOP,"Ueberwachung,Automatisierung"
Service 8023,Fraunhofer IPA,"Clustering,Diagnose"
Service 8024,SOP,"Analyse,Generierung,Ueberwachung"
Service 8025,Fraunhofer IPA,"Empfehlung,Generierung"
Service 8026,HAW,Assistenz
Service 8027,HAW,Assistenz
Service 8028,HAW,"Analyse,Ueberwachung"
Service 8029,HAW,Generierung
Service 8030,Fraunhofer IPA,Analyse
Service 8031,Fraunhofer IPA,Optimierung
Service 8032,Fraunhofer IPA,Analyse
Service 8033,HAW,"Automatisierung,Mustererkennung"
Service 8034,Fraunhofer IPA,Empfehlung
Service 8035,HAW,"Automatisierung,Generierung,Mustererkennung"
Service 8036,Fraunhofer IPA,"Assistenz,Ueberwachung,Clustering"
Service 8037,Fraunhofer IPA,"Sprachverarbeitung,Kommunikation,Clustering"
Service 8038,HAW,Automatisierung
Service 8039,HAW,"Automatisierung,Mustererkennung,Sprachverarbeitung"
Service 8040,HAW,"Ueberwachung,Empfehlung,Assistenz"
Service 8041,SOP,"Automatisierung,Clustering,Ueberwachung"
Service 8042,Fraunhofer IPA,"Empfehlung,Mustererkennung,Assistenz"
Service 8043,HAW,Ueberwachung
Service 8044,Fraunhofer IPA,"Clustering,Generierung,Diagnose"
Service 8045,HAW,"Clustering,Analyse,Diagnose"
Service 8046,Fraunhofer IPA,Diagnose
Service 8047,Fraunhofer IPA,"Empfehlung,Sprachverarbeitung"
Service 8048,HAW,Sprachverarbeitung
Service 8049,Fraunhofer IPA,"Analyse,Empfehlung,Sprachverarbeitung"
Service 8050,HAW,"Ueberwachung,Clustering"
Service 8051,HAW,"Automatisierung,Diagnose"
Service 8052,SOP,Empfehlung
Service 8053,HAW,"Ueberwachung,Clustering"
Service 8054,HAW,"Generierung,Empfehlung"
Service 8055,Fraunhofer IPA,"Sprachverarbeitung,Assistenz,Analyse"
Service 8056,SOP,"Optimierung,Analyse,Ueberwachung"
Service 8057,Fraunhofer IPA,"Assistenz,Automatisierung"
Service 8058,SOP,"Ueberwachung,Generierung"
Service 8059,HAW,"Sprachverarbeitung,Diagnose,Assistenz"
Service 8060,Fraunhofer IPA,"Assistenz,Clustering"
Service 8061,Fraunhofer IPA,Kommunikation
Service 8062,SOP,"Analyse,Diagnose"
Service 8063,SOP,"Mustererkennung,Sprachverarbeitung"
Service 8064,HAW,"Mustererkennung,Clustering,Empfehlung"
Service 8065,Fraunhofer IPA,"Mustererkennung,Analyse,Generierung"
Service 8066,SOP,Optimierung
Service 8067,SOP,"Kommunikation,Sprachverarbeitung,Generierung"
Service 8068,Fraunhofer IPA,"Mustererkennung,Analyse,Empfehlung"
Service 8069,SOP,Analyse
Service 8070,SOP,"Kommunikation,Clustering,Diagnose"
Service 8071,Fraunhofer IPA,Sprachverarbeitung
Service 8072,SOP,"Optimierung,Empfehlung"
Service 8073,SOP,"Generierung,Kommunikation"
Service 8074,SOP,"Analyse,Sprachverarbeitung"
Service 8075,Fraunhofer IPA,"Diagnose,Sprachverarbeitung,Optimierung"
Service 8076,SOP,"Mustererkennung,Automatisierung,Empfehlung"
Service 8077,SOP,"Sprachverarbeitung,Diagnose,Optimierung"
Service 8078,Fraunhofer IPA,Ueberwachung
Service 8079,SOP,Sprachverarbeitung
Service 8080,Fraunhofer IPA,"Assistenz,Sprachverarbeitung"
Service 8081,SOP,"Optimierung,Ueberwachung"
Service 8082,HAW,"Kommunikation,Clustering,Mustererkennung"
Service 8083,HAW,"Automatisierung,Analyse"
Service 8084,HAW,Kommunikation
Service 8085,SOP,"Ueberwachung,Sprachverarbeitung"
Service 8086,Fraunhofer IPA,Generierung
Service 8087,HAW,Analyse
Service 8088,SOP,"Mustererkennung,Diagnose"
Service 8089,SOP,"Sprachverarbeitung,Diagnose"
Service 8090,SOP,"Empfehlung,Clustering,Optimierung"
Service 8091,SOP,"Mustererkennung,Generierung,Empfehlung"
Service 8092,SOP,Mustererkennung
Service 8093,HAW,Kommunikation
Service 8094,SOP,"Clustering,Automatisierung,Ueberwachung"
Service 8095,SOP,"Assistenz,Mustererkennung"
Service 8096,HAW,"Kommunikation,Mustererkennung"
Service 8097,SOP,"Generierung,Clustering,Ueberwachung"
Service 8098,Fraunhofer IPA,Assistenz
Service 8099,Fraunhofer IPA,"Diagnose,Clustering"
Service 8100,Fraunhofer IPA,Optimierung
Service 8101,SOP,Analyse
Service 8102,Fraunhofer IPA,"Analyse,Clustering"
Service 8103,Fraunhofer IPA,"Automatisierung,Clustering"
Service 8104,SOP,Diagnose
Service 8105,Fraunhofer IPA,"Optimierung,Empfehlung"
Service 8106,SOP,Diagnose
Service 8107,Fraunhofer IPA,Kommunikation
Service 8108,SOP,"Kommunikation,Sprachverarbeitung,Ueberwachung"
Service 8109,Fraunhofer IPA,"Empfehlung,Ueberwachung"
Service 8110,HAW,Sprachverarbeitung
Service 8111,Fraunhofer IPA,"Assistenz,Mustererkennung,Analyse"
Service 8112,HAW,Automatisierung
Service 8113,SOP,"Clustering,Analyse"
Service 8114,SOP,Mustererkennung
Service 8115,SOP,"Clustering,Diagnose"
Service 8116,HAW,"Clustering,Optimierung,Automatisierung"
Service 8117,Fraunhofer IPA,Mustererkennung
Service 8118,HAW,"Automatisierung,Analyse"
Service 8119,Fraunhofer IPA,"Assistenz,Mustererkennung"
Service 8120,SOP,"Diagnose,Assistenz,Optimierung"
Service 8121,HAW,"Mustererkennung,Diagnose,Ueberwachung"
Service 8122,Fraunhofer IPA,"Clustering,Optimierung,Automatisierung"
Service 8123,HAW,"Optimierung,Assistenz,Ueberwachung"
Service 8124,SOP,"Generierung,Optimierung,Assistenz"
Service 8125,HAW,"Assistenz,Clustering"
Service 8126,SOP,Mustererkennung
Service 8127,Fraunhofer IPA,Generierung
Service 8128,SOP,"Mustererkennung,Diagnose"
Service 8129,Fraunhofer IPA,Empfehlung
Service 8130,HAW,Mustererkennung
Service 8131,SOP,"Analyse,Assistenz,Optimierung"
Service 8132,SOP,"Optimierung,Analyse,Assistenz"
Service 8133,Fraunhofer IPA,"Analyse,Diagnose,Automatisierung"
Service 8134,HAW,"Clustering,Assistenz"
Service 8135,SOP,"Kommunikation,Generierung"
Service 8136,HAW,Analyse
Service 8137,HAW,"Mustererkennung,Clustering,Empfehlung"
Service 8138,Fraunhofer IPA,"Automatisierung,Empfehlung"
Service 8139,Fraunhofer IPA,"Mustererkennung,Sprachverarbeitung,Analyse"
Service 8140,SOP,"Diagnose,Optimierung,Ueberwachung"
Service 8141,Fraunhofer IPA,"Mustererkennung,Kommunikation,Analyse"
Service 8142,Fraunhofer IPA,"Ueberwachung,Generierung"
Service 8143,Fraunhofer IPA,Optimierung
Service 8144,SOP,Clustering
Service 8145,Fraunhofer IPA,"Assistenz,Kommunikation,Analyse"
Service 8146,HAW,Ueberwachung
Service 8147,Fraunhofer IPA,"Optimierung,Empfehlung,Diagnose"
Service 8148,HAW,"Kommunikation,Automatisierung,Empfehlung"
Service 8149,Fraunhofer IPA,Analyse
Service 8150,Fraunhofer IPA,"Ueberwachung,Diagnose,Empfehlung"
Service 8151,HAW,"Analyse,Kommunikation"
Service 8152,SOP,"Assistenz,Diagnose,Mustererkennung"
