Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 9351,Lackiermaschine,159,"Glas,Stein",Lackierpistole,Lackieren
Maschine 9352,Verpackungsmaschine,1410,Kunststoff,Foerderband,Biegen
Maschine 9353,Lackiermaschine,5387,Glas,Lackierpistole,Lackieren
Maschine 9354,Wasserstrahlschneidmaschine,2168,"Holz,Kunststoff",Wasserstrahl,Schneiden
Maschine 9355,3D-Drucker,4439,Kunststoff,Duese,3D-Drucken
Maschine 9356,Presse,6250,Metall,Messer,Pressen
Maschine 9357,Drehmaschine,2492,Kunststoff,"Bohrer,Messer,Prismenfräser",Drehen
Maschine 9358,Schleifmaschine,8771,"Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 9359,Spritzgussmaschine,4182,Metall,Duese,Giessen
Maschine 9360,Drehmaschine,7751,"Kunststoff,Holz","Messer,Prismenfräser",Drehen
Maschine 9361,Presse,7409,"Holz,Metall,Kunststoff",Messer,Stanzen
Maschine 9362,Wasserstrahlschneidmaschine,9493,"Kunststoff,Metall",Wasserstrahl,Schneiden
Maschine 9363,Schleifmaschine,4060,"Holz,Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 9364,Laserschneidmaschine,2717,Kunststoff,Heizelement,"Schneiden,Fräsen"
Maschine 9365,Laserschneidmaschine,550,Glas,Laser,"Bohren,Fräsen,Schneiden"
Maschine 9366,CNC-Fräse,8961,Kunststoff,Prismenfräser,Schleifen
Maschine 9367,Roboterarm,6423,"Kunststoff,Gummi,Textil","Wolframelektrode,Bohrer","Biegen,Fräsen"
Maschine 9368,Druckmaschine,6248,Holz,Lackierpistole,Drucken
Maschine 9369,Verpackungsmaschine,3603,Kunststoff,Foerderband,Transportieren
Maschine 9370,Lackiermaschine,8165,"Metall,Stein",Lackierpistole,Lackieren
Maschine 9371,FTS,2737,"Metall,Keramik,Kunststoff",Greifer,Transportieren
Maschine 9372,Drehmaschine,2319,Stein,"Walzfräser,Messer",Drehen
Maschine 9373,Verpackungsmaschine,1783,Papier,Foerderband,Transportieren
Maschine 9374,FTS,3577,Papier,Greifer,Transportieren
Maschine 9375,Drehmaschine,3916,"Stein,Kunststoff","Messer,Walzfräser",Drehen
Maschine 9376,Lackiermaschine,7346,"Stein,Metall,Glas",Lackierpistole,Lackieren
Maschine 9377,Drehmaschine,4822,Kunststoff,Messer,Drehen
Maschine 9378,Verpackungsmaschine,590,Kunststoff,Foerderband,Transportieren
Maschine 9379,Presse,7973,"Metall,Kunststoff",Messer,Stanzen
Maschine 9380,Verpackungsmaschine,7443,Kunststoff,Foerderband,Transportieren
Maschine 9381,Spritzgussmaschine,6125,Metall,Duese,Giessen
Maschine 9382,Drehmaschine,3444,"Metall,Stein,Holz","Walzfräser,Bohrer",Drehen
Maschine 9383,Laserschneidmaschine,1999,"Stein,Verbundwerkstoff,Glas",Laser,Fräsen
Maschine 9384,Wasserstrahlschneidmaschine,9045,"Stein,Keramik,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9385,Schleifmaschine,6961,"Metall,Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 9386,Drehmaschine,2019,Holz,Bohrer,Drehen
Maschine 9387,Drehmaschine,7447,"Holz,Kunststoff","Messer,Prismenfräser",Drehen
Maschine 9388,Lackiermaschine,5022,"Metall,Kunststoff",Lackierpistole,Lackieren
Maschine 9389,3D-Drucker,6921,Kunststoff,Greifer,3D-Drucken
Maschine 9390,Wasserstrahlschneidmaschine,9511,Glas,Wasserstrahl,Schneiden
Maschine 9391,Roboterarm,1194,Holz,"Wasserstrahl,Messer","Schweißen,Schleifen"
Maschine 9392,3D-Drucker,1158,Metall,Greifer,3D-Drucken
Maschine 9393,CNC-Fräse,2978,Kunststoff,Bohrer,"Fräsen,Schneiden,Drehen"
Maschine 9394,Schleifmaschine,2797,"Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 9395,Wasserstrahlschneidmaschine,6269,"Metall,Verbundwerkstoff,Glas",Wasserstrahl,Schneiden
Maschine 9396,Roboterarm,1490,Gummi,"Wolframelektrode,Messer,Lackierpistole",Biegen
Maschine 9397,Roboterarm,8732,"Beton,Keramik",Elektrode,Fräsen
Maschine 9398,Wasserstrahlschneidmaschine,6995,Stein,Wasserstrahl,Schneiden
Maschine 9399,FTS,9529,"Keramik,Stein,Papier",Greifer,Transportieren
Maschine 9400,Lackiermaschine,3039,"Holz,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9401,3D-Drucker,1047,Metall,Duese,3D-Drucken
Maschine 9402,FTS,4495,Verbundwerkstoff,Greifer,Transportieren
Maschine 9403,Laserschneidmaschine,2105,Holz,Heizelement,"Fräsen,Stanzen,Schneiden"
Maschine 9404,Drehmaschine,6999,Kunststoff,"Bohrer,Prismenfräser,Walzfräser",Drehen
Maschine 9405,Lackiermaschine,6403,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 9406,Verpackungsmaschine,9304,Kunststoff,Foerderband,Biegen
Maschine 9407,Verpackungsmaschine,9684,Kunststoff,Foerderband,Biegen
Maschine 9408,Roboterarm,3832,"Papier,Textil,Metall","Bohrer,Elektrode,Wasserstrahl","3D-Drucken,Bohren,Schweißen"
Maschine 9409,Laserschneidmaschine,2142,"Metall,Holz",Heizelement,"Fräsen,Stanzen,Bohren"
Maschine 9410,FTS,3942,"Keramik,Beton,Textil",Greifer,Transportieren
Maschine 9411,3D-Drucker,9639,Metall,Duese,3D-Drucken
Maschine 9412,CNC-Fräse,8021,"Stein,Kunststoff",Bohrer,"Schneiden,Schleifen"
Maschine 9413,Druckmaschine,9693,"Holz,Textil","Tintenstrahl,Lackierpistole,Heizelement",Lackieren
Maschine 9414,Roboterarm,763,Verbundwerkstoff,Wolframelektrode,"Schweißen,Fräsen,3D-Drucken"
Maschine 9415,Presse,2905,Kunststoff,Messer,Stanzen
Maschine 9416,FTS,4911,"Holz,Kunststoff",Greifer,Transportieren
Maschine 9417,Druckmaschine,455,"Papier,Holz","Lackierpistole,Heizelement,Tintenstrahl",Drucken
Maschine 9418,Lackiermaschine,2191,"Glas,Kunststoff",Lackierpistole,Lackieren
Maschine 9419,CNC-Fräse,91,"Stein,Metall",Bohrer,Drehen
Maschine 9420,Verpackungsmaschine,5995,Kunststoff,Foerderband,Biegen
Maschine 9421,Spritzgussmaschine,5412,Metall,Duese,Giessen
Maschine 9422,FTS,8327,Textil,Greifer,Transportieren
Maschine 9423,CNC-Fräse,491,"Metall,Stein",Prismenfräser,"Drehen,Drehen"
Maschine 9424,Lackiermaschine,5424,"Stein,Glas,Metall",Lackierpistole,Lackieren
Maschine 9425,Laserschneidmaschine,9767,"Kunststoff,Holz,Stein",Heizelement,Stanzen
Maschine 9426,Spritzgussmaschine,8211,Metall,Duese,Giessen
Maschine 9427,FTS,9216,Verbundwerkstoff,Greifer,Transportieren
Maschine 9428,FTS,1634,Metall,Greifer,Transportieren
Maschine 9429,FTS,4332,Gummi,Greifer,Transportieren
Maschine 9430,CNC-Fräse,3665,Kunststoff,Walzfräser,"Schneiden,Drehen,Drehen"
Maschine 9431,Verpackungsmaschine,7927,Kunststoff,Foerderband,Transportieren
Maschine 9432,Spritzgussmaschine,3017,Metall,Duese,Giessen
Maschine 9433,Wasserstrahlschneidmaschine,2037,"Glas,Stein",Wasserstrahl,Schneiden
Maschine 9434,Drehmaschine,5712,"Stein,Metall,Holz",Walzfräser,Drehen
Maschine 9435,Spritzgussmaschine,8568,Metall,Duese,Giessen
Maschine 9436,Roboterarm,3239,"Kunststoff,Stein,Holz","Schleifpapier,Wasserstrahl",Bohren
Maschine 9437,Drehmaschine,8044,"Metall,Holz","Prismenfräser,Bohrer,Messer",Drehen
Maschine 9438,Wasserstrahlschneidmaschine,3803,"Glas,Metall",Wasserstrahl,Schneiden
Maschine 9439,Presse,3739,"Holz,Kunststoff",Messer,Pressen
Maschine 9440,Laserschneidmaschine,8137,"Stein,Holz",Laser,"Fräsen,Bohren"
Maschine 9441,3D-Drucker,6919,Metall,Duese,3D-Drucken
Maschine 9442,Laserschneidmaschine,5017,"Glas,Metall,Kunststoff",Laser,"Bohren,Schneiden,Stanzen"
Maschine 9443,Schleifmaschine,1829,"Kunststoff,Holz,Stein",Schleifpapier,Schleifen
Maschine 9444,Verpackungsmaschine,4122,Papier,Foerderband,Transportieren
Maschine 9445,FTS,7609,"Papier,Beton",Greifer,Transportieren
Maschine 9446,Laserschneidmaschine,7320,Stein,Heizelement,Fräsen
Maschine 9447,Laserschneidmaschine,9625,"Metall,Holz,Kunststoff",Laser,"Fräsen,Stanzen,Bohren"
Maschine 9448,Spritzgussmaschine,6696,Metall,Duese,Giessen
Maschine 9449,Druckmaschine,6656,Keramik,Lackierpistole,Drucken
Maschine 9450,Wasserstrahlschneidmaschine,2209,"Glas,Stein",Wasserstrahl,Schneiden
Maschine 9451,Laserschneidmaschine,8111,"Stein,Verbundwerkstoff",Heizelement,"Bohren,Schneiden"
Maschine 9452,Drehmaschine,4303,"Holz,Kunststoff","Prismenfräser,Walzfräser,Messer",Drehen
Maschine 9453,Presse,8175,Kunststoff,Messer,Pressen
Maschine 9454,Laserschneidmaschine,9200,Kunststoff,Heizelement,"Schneiden,Bohren"
Maschine 9455,Druckmaschine,6964,Holz,"Lackierpistole,Heizelement",Drucken
Maschine 9456,Schleifmaschine,4708,"Holz,Stein",Schleifpapier,Schleifen
Maschine 9457,Presse,5713,"Metall,Holz,Kunststoff",Messer,Pressen
Maschine 9458,FTS,8837,"Gummi,Holz,Glas",Greifer,Transportieren
Maschine 9459,Druckmaschine,5140,"Papier,Textil","Lackierpistole,Tintenstrahl",Lackieren
Maschine 9460,Spritzgussmaschine,8941,Metall,Duese,Giessen
Maschine 9461,3D-Drucker,5937,Kunststoff,Greifer,3D-Drucken
Maschine 9462,Druckmaschine,2940,"Papier,Holz,Keramik",Tintenstrahl,Drucken
Maschine 9463,Druckmaschine,5745,Papier,"Tintenstrahl,Laser",Lackieren
Maschine 9464,CNC-Fräse,2459,"Kunststoff,Metall",Walzfräser,"Drehen,Drehen"
Maschine 9465,Verpackungsmaschine,6113,Kunststoff,Foerderband,Biegen
Maschine 9466,Schleifmaschine,1541,"Metall,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 9467,Verpackungsmaschine,9216,Kunststoff,Foerderband,Transportieren
Maschine 9468,3D-Drucker,2393,Metall,Greifer,3D-Drucken
Maschine 9469,3D-Drucker,2254,Kunststoff,Duese,3D-Drucken
Maschine 9470,Druckmaschine,9993,"Textil,Holz",Tintenstrahl,Drucken
Maschine 9471,Drehmaschine,9369,Holz,"Prismenfräser,Messer",Drehen
Maschine 9472,3D-Drucker,4726,Kunststoff,Greifer,3D-Drucken
Maschine 9473,Roboterarm,2101,Kunststoff,"Greifer,Wasserstrahl",Fräsen
Maschine 9474,Spritzgussmaschine,4367,Metall,Duese,Giessen
Maschine 9475,3D-Drucker,5437,Metall,Greifer,3D-Drucken
Maschine 9476,Schleifmaschine,2814,Holz,Schleifpapier,Schleifen
Maschine 9477,Presse,8216,Metall,Messer,Stanzen
Maschine 9478,Verpackungsmaschine,2824,Papier,Foerderband,Biegen
Maschine 9479,Verpackungsmaschine,2725,Kunststoff,Foerderband,Transportieren
Maschine 9480,Druckmaschine,8286,"Keramik,Textil",Heizelement,Lackieren
Maschine 9481,CNC-Fräse,5073,"Metall,Stein","Bohrer,Prismenfräser,Walzfräser",Fräsen
Maschine 9482,Laserschneidmaschine,6921,"Kunststoff,Glas",Laser,Schneiden
Maschine 9483,Drehmaschine,9782,"Kunststoff,Holz","Messer,Walzfräser",Drehen
Maschine 9484,CNC-Fräse,9512,"Stein,Metall,Kunststoff","Bohrer,Walzfräser","Schleifen,Fräsen"
Maschine 9485,Schleifmaschine,9384,"Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 9486,Wasserstrahlschneidmaschine,7161,Beton,Wasserstrahl,Schneiden
Maschine 9487,Roboterarm,8510,"Beton,Metall","Wasserstrahl,Elektrode,Messer","Bohren,3D-Drucken,Transportieren"
Maschine 9488,Verpackungsmaschine,8153,Papier,Foerderband,Transportieren
Maschine 9489,CNC-Fräse,1505,"Kunststoff,Stein",Bohrer,"Fräsen,Drehen,Drehen"
Maschine 9490,Lackiermaschine,1802,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 9491,Spritzgussmaschine,9113,Metall,Duese,Giessen
Maschine 9492,CNC-Fräse,4305,Holz,"Walzfräser,Prismenfräser,Bohrer","Fräsen,Schleifen,Drehen"
Maschine 9493,Laserschneidmaschine,1178,"Stein,Holz",Laser,Bohren
Maschine 9494,Verpackungsmaschine,539,Papier,Foerderband,Transportieren
Maschine 9495,3D-Drucker,7130,Kunststoff,Greifer,3D-Drucken
Maschine 9496,Druckmaschine,6678,"Holz,Keramik","Lackierpistole,Heizelement",Lackieren
Maschine 9497,Drehmaschine,7176,"Metall,Holz,Stein",Messer,Drehen
Maschine 9498,Drehmaschine,7537,"Kunststoff,Stein,Metall","Prismenfräser,Bohrer,Walzfräser",Drehen
Maschine 9499,CNC-Fräse,4719,"Metall,Holz","Prismenfräser,Bohrer","Fräsen,Schleifen"
Maschine 9500,Schleifmaschine,6469,"Kunststoff,Holz,Metall",Schleifpapier,Schleifen
Maschine 9501,Wasserstrahlschneidmaschine,120,"Keramik,Holz,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9502,Presse,8789,Holz,Messer,Stanzen
Maschine 9503,Roboterarm,6224,Glas,Messer,Bohren
Maschine 9504,Druckmaschine,7035,"Textil,Papier","Laser,Lackierpistole",Drucken
Maschine 9505,Wasserstrahlschneidmaschine,9573,"Holz,Kunststoff,Stein",Wasserstrahl,Schneiden
Maschine 9506,Druckmaschine,812,"Holz,Keramik","Laser,Tintenstrahl",Lackieren
Maschine 9507,Roboterarm,1588,"Keramik,Verbundwerkstoff","Wasserstrahl,Lackierpistole,Messer","Schleifen,Biegen,Schneiden"
Maschine 9508,CNC-Fräse,8006,"Kunststoff,Holz","Bohrer,Walzfräser","Drehen,Schleifen,Fräsen"
Maschine 9509,Roboterarm,9549,Gummi,"Wasserstrahl,Wolframelektrode,Schleifpapier","Schneiden,Transportieren,3D-Drucken"
Maschine 9510,Druckmaschine,943,"Textil,Holz",Laser,Lackieren
Maschine 9511,Spritzgussmaschine,5093,Metall,Duese,Giessen
Maschine 9512,Schleifmaschine,8633,"Kunststoff,Metall,Stein",Schleifpapier,Schleifen
Maschine 9513,Schleifmaschine,50,"Stein,Metall,Holz",Schleifpapier,Schleifen
Maschine 9514,Lackiermaschine,4842,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 9515,Verpackungsmaschine,2759,Papier,Foerderband,Biegen
Maschine 9516,Laserschneidmaschine,8701,"Holz,Glas,Stein",Laser,Stanzen
Maschine 9517,FTS,8002,"Gummi,Beton,Metall",Greifer,Transportieren
Maschine 9518,Laserschneidmaschine,2484,"Stein,Glas",Heizelement,Bohren
Maschine 9519,FTS,4612,"Gummi,Verbundwerkstoff,Papier",Greifer,Transportieren
Maschine 9520,Roboterarm,164,"Verbundwerkstoff,Textil","Wolframelektrode,Lackierpistole","Lackieren,Drehen"
Maschine 9521,Drehmaschine,7860,"Metall,Holz,Kunststoff",Prismenfräser,Drehen
Maschine 9522,FTS,9597,Keramik,Greifer,Transportieren
Maschine 9523,3D-Drucker,6089,Kunststoff,Greifer,3D-Drucken
Maschine 9524,Spritzgussmaschine,3096,Metall,Duese,Giessen
Maschine 9525,Drehmaschine,1473,"Holz,Metall,Kunststoff","Bohrer,Messer,Walzfräser",Drehen
Maschine 9526,Roboterarm,6677,Textil,Schleifpapier,"Biegen,Fräsen"
Maschine 9527,Lackiermaschine,49,Stein,Lackierpistole,Lackieren
Maschine 9528,FTS,285,"Beton,Keramik",Greifer,Transportieren
Maschine 9529,Lackiermaschine,7341,"Holz,Metall",Lackierpistole,Lackieren
Maschine 9530,Roboterarm,7648,"Textil,Gummi,Glas","Greifer,Schleifpapier",Schleifen
Maschine 9531,Presse,7285,Holz,Messer,Pressen
Maschine 9532,Spritzgussmaschine,8251,Metall,Duese,Giessen
Maschine 9533,CNC-Fräse,5477,"Holz,Metall","Bohrer,Prismenfräser","Drehen,Fräsen"
Maschine 9534,Presse,5229,"Metall,Holz,Kunststoff",Messer,Stanzen
Maschine 9535,Druckmaschine,9910,Keramik,"Laser,Tintenstrahl,Lackierpistole",Lackieren
Maschine 9536,Lackiermaschine,3794,"Kunststoff,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9537,Drehmaschine,9150,Kunststoff,"Messer,Prismenfräser",Drehen
Maschine 9538,FTS,2223,"Stein,Holz",Greifer,Transportieren
Maschine 9539,CNC-Fräse,8850,"Metall,Kunststoff","Prismenfräser,Bohrer,Walzfräser",Fräsen
Maschine 9540,Spritzgussmaschine,8690,Metall,Duese,Giessen
Maschine 9541,Druckmaschine,6537,"Textil,Holz","Tintenstrahl,Heizelement",Drucken
Maschine 9542,Presse,7990,"Kunststoff,Metall,Holz",Messer,Stanzen
Maschine 9543,Verpackungsmaschine,722,Kunststoff,Foerderband,Transportieren
Maschine 9544,Spritzgussmaschine,3841,Metall,Duese,Giessen
Maschine 9545,FTS,511,"Textil,Glas,Verbundwerkstoff",Greifer,Transportieren
Maschine 9546,Schleifmaschine,9944,Stein,Schleifpapier,Schleifen
Maschine 9547,3D-Drucker,4472,Kunststoff,Duese,3D-Drucken
Maschine 9548,Presse,4325,"Metall,Kunststoff,Holz",Messer,Stanzen
Maschine 9549,Verpackungsmaschine,8475,Kunststoff,Foerderband,Biegen
Maschine 9550,Roboterarm,8026,"Gummi,Glas","Elektrode,Bohrer,Schleifpapier","Schleifen,Biegen"
Maschine 9551,Verpackungsmaschine,7193,Kunststoff,Foerderband,Biegen
Maschine 9552,Presse,5634,Kunststoff,Messer,Stanzen
Maschine 9553,Lackiermaschine,9713,Metall,Lackierpistole,Lackieren
Maschine 9554,Druckmaschine,3685,"Papier,Textil,Holz",Lackierpistole,Drucken
Maschine 9555,FTS,2771,"Textil,Beton",Greifer,Transportieren
Maschine 9556,Spritzgussmaschine,5982,Metall,Duese,Giessen
Maschine 9557,Wasserstrahlschneidmaschine,6088,Holz,Wasserstrahl,Schneiden
Maschine 9558,Schleifmaschine,9990,"Stein,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 9559,3D-Drucker,2443,Kunststoff,Duese,3D-Drucken
Maschine 9560,Presse,6130,"Holz,Kunststoff,Metall",Messer,Stanzen
Maschine 9561,Wasserstrahlschneidmaschine,6029,"Holz,Kunststoff",Wasserstrahl,Schneiden
Maschine 9562,Laserschneidmaschine,1440,"Metall,Holz",Heizelement,Schneiden
Maschine 9563,Laserschneidmaschine,8220,"Metall,Verbundwerkstoff",Heizelement,"Fräsen,Stanzen"
Maschine 9564,Druckmaschine,1313,Textil,Heizelement,Drucken
Maschine 9565,Spritzgussmaschine,7005,Metall,Duese,Giessen
Maschine 9566,Presse,2164,"Kunststoff,Holz,Metall",Messer,Stanzen
Maschine 9567,Schleifmaschine,9053,"Stein,Metall",Schleifpapier,Schleifen
Maschine 9568,Lackiermaschine,1473,"Kunststoff,Metall,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9569,Wasserstrahlschneidmaschine,6383,"Keramik,Glas",Wasserstrahl,Schneiden
Maschine 9570,FTS,688,"Keramik,Verbundwerkstoff",Greifer,Transportieren
Maschine 9571,Presse,7244,"Holz,Kunststoff,Metall",Messer,Stanzen
Maschine 9572,CNC-Fräse,7489,Kunststoff,"Prismenfräser,Bohrer","Schneiden,Schleifen,Drehen"
Maschine 9573,CNC-Fräse,8864,"Metall,Holz,Kunststoff",Bohrer,"Fräsen,Schleifen"
Maschine 9574,Verpackungsmaschine,7418,Kunststoff,Foerderband,Transportieren
Maschine 9575,Laserschneidmaschine,5394,Metall,Laser,Bohren
Maschine 9576,FTS,7062,Beton,Greifer,Transportieren
Maschine 9577,CNC-Fräse,1557,"Metall,Stein,Kunststoff",Bohrer,"Fräsen,Drehen"
Maschine 9578,Schleifmaschine,1453,"Metall,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 9579,FTS,9691,"Metall,Kunststoff",Greifer,Transportieren
Maschine 9580,Roboterarm,8639,"Gummi,Kunststoff","Wasserstrahl,Elektrode","Fräsen,3D-Drucken,Schweißen"
Maschine 9581,FTS,4110,"Gummi,Stein,Kunststoff",Greifer,Transportieren
Maschine 9582,3D-Drucker,9599,Kunststoff,Duese,3D-Drucken
Maschine 9583,FTS,5129,"Textil,Glas",Greifer,Transportieren
Maschine 9584,Druckmaschine,6242,Holz,Laser,Lackieren
Maschine 9585,FTS,4106,"Beton,Papier,Verbundwerkstoff",Greifer,Transportieren
Maschine 9586,FTS,1243,"Gummi,Kunststoff,Verbundwerkstoff",Greifer,Transportieren
Maschine 9587,CNC-Fräse,247,"Kunststoff,Stein,Holz","Walzfräser,Prismenfräser,Bohrer","Schneiden,Fräsen,Drehen"
Maschine 9588,Spritzgussmaschine,5979,Metall,Duese,Giessen
Maschine 9589,Schleifmaschine,5032,Kunststoff,Schleifpapier,Schleifen
Maschine 9590,Verpackungsmaschine,8134,Kunststoff,Foerderband,Transportieren
Maschine 9591,Spritzgussmaschine,4602,Metall,Duese,Giessen
Maschine 9592,Drehmaschine,7774,"Stein,Kunststoff","Bohrer,Walzfräser,Messer",Drehen
Maschine 9593,Druckmaschine,561,Papier,Heizelement,Drucken
Maschine 9594,CNC-Fräse,4940,"Holz,Metall","Bohrer,Prismenfräser","Drehen,Fräsen"
Maschine 9595,Roboterarm,3730,"Stein,Gummi","Wasserstrahl,Lackierpistole",Lackieren
Maschine 9596,Spritzgussmaschine,2234,Metall,Duese,Giessen
Maschine 9597,Roboterarm,5065,"Beton,Papier","Elektrode,Bohrer","Bohren,Transportieren"
Maschine 9598,Wasserstrahlschneidmaschine,7378,"Holz,Keramik,Kunststoff",Wasserstrahl,Schneiden
Maschine 9599,Verpackungsmaschine,5254,Papier,Foerderband,Transportieren
Maschine 9600,Druckmaschine,3202,Textil,Tintenstrahl,Drucken
Maschine 9601,CNC-Fräse,2345,"Stein,Kunststoff",Prismenfräser,"Fräsen,Drehen"
Maschine 9602,Schleifmaschine,2093,Stein,Schleifpapier,Schleifen
Maschine 9603,Schleifmaschine,7382,"Holz,Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 9604,CNC-Fräse,5537,"Metall,Kunststoff,Holz","Walzfräser,Prismenfräser","Schneiden,Drehen"
Maschine 9605,3D-Drucker,496,Kunststoff,Greifer,3D-Drucken
Maschine 9606,Wasserstrahlschneidmaschine,9684,"Holz,Beton",Wasserstrahl,Schneiden
Maschine 9607,Spritzgussmaschine,506,Metall,Duese,Giessen
Maschine 9608,Roboterarm,4459,"Keramik,Stein,Kunststoff",Messer,"3D-Drucken,Schneiden,Schleifen"
Maschine 9609,Druckmaschine,3386,"Textil,Keramik","Laser,Heizelement",Lackieren
Maschine 9610,Druckmaschine,1173,Papier,Lackierpistole,Lackieren
Maschine 9611,Druckmaschine,84,"Papier,Holz",Laser,Drucken
Maschine 9612,Wasserstrahlschneidmaschine,1891,"Stein,Holz",Wasserstrahl,Schneiden
Maschine 9613,3D-Drucker,4363,Kunststoff,Greifer,3D-Drucken
Maschine 9614,FTS,7161,Gummi,Greifer,Transportieren
Maschine 9615,Presse,1814,"Kunststoff,Holz",Messer,Stanzen
Maschine 9616,Druckmaschine,7652,"Papier,Textil",Lackierpistole,Drucken
Maschine 9617,Drehmaschine,3712,Holz,"Messer,Walzfräser",Drehen
Maschine 9618,Spritzgussmaschine,381,Metall,Duese,Giessen
Maschine 9619,Verpackungsmaschine,7100,Papier,Foerderband,Biegen
Maschine 9620,Drehmaschine,4170,"Metall,Kunststoff","Prismenfräser,Bohrer,Messer",Drehen
Maschine 9621,Lackiermaschine,1176,"Metall,Stein",Lackierpistole,Lackieren
Maschine 9622,CNC-Fräse,3784,"Kunststoff,Metall","Walzfräser,Prismenfräser",Drehen
Maschine 9623,Drehmaschine,2439,Metall,"Walzfräser,Bohrer,Messer",Drehen
Maschine 9624,Wasserstrahlschneidmaschine,7381,Metall,Wasserstrahl,Schneiden
Maschine 9625,Drehmaschine,4472,"Metall,Stein","Walzfräser,Messer,Prismenfräser",Drehen
Maschine 9626,Wasserstrahlschneidmaschine,6067,"Holz,Beton,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9627,CNC-Fräse,6961,"Stein,Kunststoff,Holz","Walzfräser,Prismenfräser",Drehen
Maschine 9628,3D-Drucker,3912,Kunststoff,Duese,3D-Drucken
Maschine 9629,FTS,4761,"Papier,Verbundwerkstoff",Greifer,Transportieren
Maschine 9630,Schleifmaschine,734,Holz,Schleifpapier,Schleifen
Maschine 9631,Presse,218,"Kunststoff,Holz,Metall",Messer,Pressen
Maschine 9632,Verpackungsmaschine,9030,Papier,Foerderband,Biegen
Maschine 9633,Wasserstrahlschneidmaschine,3545,Beton,Wasserstrahl,Schneiden
Maschine 9634,FTS,4204,"Beton,Papier",Greifer,Transportieren
Maschine 9635,Drehmaschine,4079,Stein,"Walzfräser,Messer,Bohrer",Drehen
Maschine 9636,Schleifmaschine,9375,Stein,Schleifpapier,Schleifen
Maschine 9637,Druckmaschine,8580,Holz,Heizelement,Drucken
Maschine 9638,Spritzgussmaschine,6006,Metall,Duese,Giessen
Maschine 9639,Drehmaschine,5996,"Stein,Holz","Messer,Prismenfräser",Drehen
Maschine 9640,CNC-Fräse,72,"Stein,Metall","Bohrer,Walzfräser","Schleifen,Schneiden"
Maschine 9641,Drehmaschine,327,Holz,"Prismenfräser,Walzfräser,Bohrer",Drehen
Maschine 9642,Laserschneidmaschine,2780,"Glas,Stein",Laser,Fräsen
Maschine 9643,Spritzgussmaschine,3215,Metall,Duese,Giessen
Maschine 9644,FTS,7197,"Textil,Keramik,Glas",Greifer,Transportieren
Maschine 9645,Verpackungsmaschine,147,Kunststoff,Foerderband,Biegen
Maschine 9646,Wasserstrahlschneidmaschine,7883,Verbundwerkstoff,Wasserstrahl,Schneiden
Maschine 9647,Laserschneidmaschine,7239,"Kunststoff,Metall",Laser,"Fräsen,Bohren"
Maschine 9648,Roboterarm,4479,"Holz,Kunststoff,Verbundwerkstoff",Wasserstrahl,3D-Drucken
Maschine 9649,Verpackungsmaschine,7250,Kunststoff,Foerderband,Transportieren
Maschine 9650,3D-Drucker,5886,Kunststoff,Greifer,3D-Drucken
Maschine 9651,Drehmaschine,9450,Holz,"Walzfräser,Messer",Drehen
Maschine 9652,Drehmaschine,3814,Stein,"Prismenfräser,Messer",Drehen
Maschine 9653,Roboterarm,3187,"Beton,Kunststoff,Keramik","Messer,Schleifpapier","3D-Drucken,Bohren,Biegen"
Maschine 9654,Spritzgussmaschine,1862,Metall,Duese,Giessen
Maschine 9655,Druckmaschine,9944,"Textil,Keramik,Holz",Lackierpistole,Lackieren
Maschine 9656,Verpackungsmaschine,8262,Papier,Foerderband,Transportieren
Maschine 9657,Lackiermaschine,7710,"Glas,Holz,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9658,Roboterarm,8399,"Papier,Kunststoff","Wolframelektrode,Schleifpapier,Messer","Transportieren,Biegen,Drehen"
Maschine 9659,Spritzgussmaschine,6588,Metall,Duese,Giessen
Maschine 9660,Laserschneidmaschine,8306,Glas,Heizelement,"Bohren,Stanzen,Fräsen"
Maschine 9661,Laserschneidmaschine,1344,"Holz,Stein",Laser,Fräsen
Maschine 9662,CNC-Fräse,5854,"Stein,Kunststoff,Holz","Prismenfräser,Walzfräser","Drehen,Drehen"
Maschine 9663,Roboterarm,1729,"Keramik,Glas,Kunststoff",Schleifpapier,Drehen
